"path", "name", "size", "date"
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/_notes", "dwsync.xml", 1441, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht", "dienstvereinbarung", 4096, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/dienstvereinbarung", "_notes", 4096, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/dienstvereinbarung/_notes", "dwsync.xml", 262, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/dienstvereinbarung", "Rahmendienstvereinbarung.pdf", 8718, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht", "gliederungsverordnung", 4096, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/gliederungsverordnung", "_notes", 4096, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/gliederungsverordnung/_notes", "dwsync.xml", 467, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/gliederungsverordnung", "Gliederungsverordnung-01.10.07.pdf", 15080, 07/10/2014
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/gliederungsverordnung", "Gliederungsverordnung.pdf", 15127, 07/10/2014
